customer_id,cycle_start,cycle_end,billing_amount,last_payment_days_ago,plan_tier,tenure_months,monthly_usage_hours,active_days,login_count,avg_session_min,device_count,add_on_count,support_tickets,sla_breaches,promotions_redeemed,email_opens,email_clicks,last_campaign_days_ago,nps_score,region,is_autopay,is_discounted,has_family_bundle,churned_next_cycle
CUST_000519,2024-01-01,2024-01-31,45.3,8.4,Standard,20.3,15.2,17,5,19.9,2,0,0,0,2,1,0,48.5,6.8,West,True,False,False,0
CUST_000520,2024-01-01,2024-01-31,46.94,23.6,Standard,17.1,79.4,18,57,29.7,2,1,0,0,0,1,0,2.1,8.1,North,True,False,False,0
CUST_000521,2024-01-01,2024-01-31,32.24,30.8,Basic,13.7,14.2,14,19,37.3,3,0,0,0,1,1,0,1.1,8.5,South,True,False,True,0
CUST_000522,2024-01-01,2024-01-31,34.51,28.8,Basic,4.3,26.8,19,30,31.8,4,1,0,0,1,2,1,3.1,8.1,West,False,False,False,0
CUST_000523,2024-01-01,2024-01-31,40.92,6.7,Standard,25.8,31.5,14,1,29.7,2,1,1,0,1,4,0,2.1,7.6,North,True,True,False,0
CUST_000524,2024-01-01,2024-01-31,57.38,25.9,Standard,24.1,41.6,18,26,21.1,3,3,1,0,1,4,0,12.6,8.0,West,True,False,True,0
CUST_000525,2024-01-01,2024-01-31,65.98,18.1,Standard,56.7,37.8,18,19,29.5,1,2,1,0,1,4,2,22.3,8.0,East,False,False,False,1
CUST_000526,2024-01-01,2024-01-31,104.25,7.2,Premium,36.6,38.7,15,35,14.2,2,0,3,0,0,6,1,30.1,5.3,West,True,False,False,1
CUST_000527,2024-01-01,2024-01-31,21.87,0.7,Basic,5.8,65.8,19,10,10.5,2,2,0,0,2,1,0,7.0,8.1,South,True,False,False,0
CUST_000528,2024-01-01,2024-01-31,71.3,19.2,Standard,8.2,31.9,19,25,22.7,7,0,0,0,0,5,0,2.0,9.1,East,True,False,True,0
CUST_000529,2024-01-01,2024-01-31,110.59,1.8,Premium,1.5,67.2,15,2,13.4,6,2,0,0,0,3,1,8.0,7.9,East,True,False,False,0
CUST_000530,2024-01-01,2024-01-31,21.57,16.7,Basic,27.8,77.4,17,1,31.9,2,1,0,0,0,4,1,9.0,7.7,East,False,True,True,0
CUST_000531,2024-01-01,2024-01-31,21.02,9.3,Basic,8.0,13.6,21,4,27.8,6,1,0,0,1,1,0,11.6,3.7,North,False,False,False,0
CUST_000532,2024-01-01,2024-01-31,24.46,38.2,Basic,20.0,18.1,15,16,22.8,3,1,0,1,0,4,2,4.5,8.5,North,True,False,False,1
CUST_000533,2024-01-01,2024-01-31,50.44,2.8,Standard,35.3,16.9,16,5,18.8,5,3,0,0,2,4,0,26.1,8.7,East,True,False,True,0
CUST_000534,2024-01-01,2024-01-31,44.37,18.6,Standard,1.2,12.6,21,56,22.2,3,2,0,0,0,6,0,1.2,7.1,South,True,False,False,0
CUST_000535,2024-01-01,2024-01-31,28.83,51.2,Basic,16.6,30.4,22,1,25.4,2,2,2,0,1,8,2,4.6,10.0,South,False,False,False,1
CUST_000536,2024-01-01,2024-01-31,62.4,12.3,Standard,16.8,44.2,19,11,15.4,2,1,0,0,1,2,0,2.8,4.8,West,True,True,False,0
CUST_000537,2024-01-01,2024-01-31,90.59,11.6,Premium,13.1,28.3,20,18,33.6,3,0,0,0,1,2,0,13.2,10.0,East,True,False,True,0
CUST_000538,2024-01-01,2024-01-31,63.7,4.0,Standard,9.4,11.7,18,12,25.8,3,0,3,0,1,1,0,7.2,6.6,North,True,False,False,0
CUST_000539,2024-01-01,2024-01-31,88.56,32.1,Premium,3.1,107.2,17,12,24.7,2,3,0,0,2,4,1,12.9,5.3,South,False,False,True,1
CUST_000540,2024-01-01,2024-01-31,60.27,20.7,Standard,3.1,17.9,17,2,17.0,1,1,2,0,1,1,0,26.7,5.1,East,True,False,False,1
CUST_000541,2024-01-01,2024-01-31,82.07,14.7,Premium,13.6,62.8,18,48,20.1,5,2,0,0,3,3,0,2.8,8.8,South,True,False,False,0
CUST_000542,2024-01-01,2024-01-31,32.72,43.1,Basic,12.7,40.7,15,28,31.6,2,4,0,0,3,2,0,1.2,7.0,West,True,False,False,1
CUST_000543,2024-01-01,2024-01-31,43.97,4.5,Standard,2.1,41.9,17,14,4.4,3,2,0,0,0,4,0,16.0,9.6,East,False,False,True,0
CUST_000544,2024-01-01,2024-01-31,67.52,4.9,Premium,60.0,25.4,15,19,9.8,1,1,1,0,0,3,3,2.5,4.9,West,False,False,True,1
CUST_000545,2024-01-01,2024-01-31,54.02,23.0,Standard,5.8,17.9,15,30,9.7,2,2,1,0,2,3,1,1.2,8.0,East,False,False,False,0
CUST_000546,2024-01-01,2024-01-31,71.69,0.9,Standard,15.6,25.2,19,10,29.2,1,1,0,0,0,3,0,9.6,5.8,North,False,False,False,0
CUST_000547,2024-01-01,2024-01-31,117.13,42.6,Premium,22.0,26.8,15,15,34.8,3,0,1,0,0,9,1,13.7,9.6,North,False,True,False,1
CUST_000548,2024-01-01,2024-01-31,32.94,1.3,Basic,3.7,18.2,17,1,24.5,3,2,2,0,1,5,1,25.5,6.3,South,True,False,False,0
CUST_000549,2024-01-01,2024-01-31,30.62,25.1,Basic,11.8,26.4,18,16,40.2,2,1,2,0,0,2,1,2.5,5.5,East,True,False,False,0
CUST_000550,2024-01-01,2024-01-31,60.86,19.0,Standard,25.8,83.0,19,56,19.4,2,1,0,0,1,4,0,2.4,6.2,West,True,True,False,1
CUST_000551,2024-01-01,2024-01-31,52.27,2.0,Standard,13.8,54.3,15,20,35.4,2,1,1,0,0,4,0,0.8,9.4,North,True,False,False,1
CUST_000552,2024-01-01,2024-01-31,64.04,8.2,Standard,25.7,44.5,22,0,34.5,5,1,0,0,0,4,1,12.3,5.1,North,True,False,False,1
CUST_000553,2024-01-01,2024-01-31,30.24,60.0,Basic,7.2,19.3,19,7,21.1,2,0,0,0,1,1,1,5.9,6.8,North,True,True,False,1
CUST_000554,2024-01-01,2024-01-31,54.4,0.6,Standard,7.5,70.0,15,51,25.4,3,1,1,0,0,1,0,0.3,9.2,North,False,False,False,0
CUST_000555,2024-01-01,2024-01-31,53.74,0.5,Standard,60.0,1.9,18,6,32.3,2,5,0,0,0,7,2,22.1,4.1,East,True,True,True,1
CUST_000556,2024-01-01,2024-01-31,100.28,15.4,Premium,3.4,19.3,20,7,19.6,2,1,0,0,0,3,0,17.7,7.9,North,True,False,True,0
CUST_000557,2024-01-01,2024-01-31,129.99,58.2,Premium,5.7,39.3,20,22,30.6,4,2,2,0,0,2,0,4.4,10.0,West,True,True,False,0
CUST_000558,2024-01-01,2024-01-31,26.5,12.4,Basic,17.7,12.0,18,3,19.9,3,3,1,0,2,2,1,4.4,10.0,West,False,False,False,1
CUST_000559,2024-01-01,2024-01-31,21.29,60.0,Basic,35.1,19.9,15,0,22.4,6,0,1,0,0,2,1,56.7,6.8,South,True,False,False,0
CUST_000560,2024-01-01,2024-01-31,109.37,5.6,Premium,29.2,122.3,15,28,24.2,2,0,2,0,1,5,1,0.8,7.0,West,True,True,False,0
CUST_000561,2024-01-01,2024-01-31,37.87,24.2,Basic,6.1,31.1,18,20,31.2,4,0,0,0,2,2,0,4.2,9.4,West,False,False,False,0
CUST_000562,2024-01-01,2024-01-31,77.2,5.1,Premium,8.6,23.2,19,25,24.6,4,2,1,0,0,1,1,4.6,7.8,South,False,False,False,0
CUST_000563,2024-01-01,2024-01-31,59.55,10.7,Standard,23.2,13.4,19,14,33.9,3,1,0,0,1,4,1,14.9,0.8,North,True,False,False,0
CUST_000564,2024-01-01,2024-01-31,36.83,3.2,Basic,10.5,119.3,20,5,29.5,5,1,0,0,0,3,1,37.1,6.3,South,True,False,False,1
CUST_000565,2024-01-01,2024-01-31,24.14,10.7,Basic,2.7,41.7,21,20,20.9,3,0,1,0,1,5,2,12.7,5.0,South,True,False,False,0
CUST_000566,2024-01-01,2024-01-31,40.7,6.7,Basic,14.3,54.8,24,4,36.5,2,2,1,0,1,6,1,9.4,1.1,West,False,False,True,1
CUST_000567,2024-01-01,2024-01-31,109.85,2.4,Premium,9.8,42.2,17,1,24.1,2,0,1,0,0,4,1,13.9,10.0,North,True,False,True,0
CUST_000568,2024-01-01,2024-01-31,37.02,9.6,Basic,13.0,28.2,16,3,33.8,3,0,0,0,0,3,0,1.9,8.6,South,False,False,True,0
CUST_000569,2024-01-01,2024-01-31,38.08,17.4,Basic,16.8,27.8,16,4,40.3,1,1,0,0,0,1,1,6.6,10.0,North,True,False,True,0
CUST_000570,2024-01-01,2024-01-31,80.65,8.9,Premium,21.1,9.2,18,23,27.6,1,0,0,0,0,3,0,10.9,10.0,South,False,False,False,0
CUST_000571,2024-01-01,2024-01-31,29.68,9.1,Basic,16.4,18.5,15,6,25.3,3,2,1,0,0,2,0,5.6,10.0,North,True,False,False,0
CUST_000572,2024-01-01,2024-01-31,42.74,11.6,Standard,8.9,12.7,25,10,21.5,3,1,0,0,0,3,0,4.7,8.4,South,True,False,False,0
CUST_000573,2024-01-01,2024-01-31,30.44,60.0,Basic,9.6,32.0,17,70,31.6,1,1,2,0,2,3,1,44.7,4.8,South,True,False,False,1
CUST_000574,2024-01-01,2024-01-31,51.88,8.3,Standard,22.3,51.5,17,6,9.9,3,1,0,0,0,3,0,14.8,9.5,East,True,False,False,0
CUST_000575,2024-01-01,2024-01-31,32.11,7.6,Basic,17.7,19.5,19,29,30.9,2,1,1,0,2,3,0,8.4,7.7,West,False,False,True,0
CUST_000576,2024-01-01,2024-01-31,95.47,19.8,Premium,26.8,6.5,18,6,19.2,2,0,1,0,1,4,1,0.7,6.0,South,False,False,True,0
CUST_000577,2024-01-01,2024-01-31,57.87,1.6,Standard,52.7,40.7,16,17,48.8,5,1,1,0,0,4,0,2.5,6.7,South,True,False,True,0
CUST_000578,2024-01-01,2024-01-31,84.42,21.0,Premium,36.9,70.2,17,61,30.4,3,0,0,0,0,5,0,30.5,7.7,West,True,False,False,0
CUST_000579,2024-01-01,2024-01-31,48.19,1.4,Standard,16.7,34.4,18,14,28.1,1,0,0,0,0,3,1,6.3,7.7,West,False,False,True,0
CUST_000580,2024-01-01,2024-01-31,28.91,5.4,Basic,34.1,62.7,14,17,21.4,2,0,1,0,1,2,0,13.5,7.7,North,True,False,False,0
CUST_000581,2024-01-01,2024-01-31,45.62,1.7,Standard,60.0,8.6,18,9,13.0,3,0,0,0,1,2,0,2.2,7.8,North,False,False,True,0
CUST_000582,2024-01-01,2024-01-31,76.01,8.6,Premium,13.1,3.8,13,5,42.5,4,1,0,0,0,5,1,2.8,4.7,South,True,False,False,0
CUST_000583,2024-01-01,2024-01-31,28.72,8.2,Basic,28.6,25.1,17,27,17.4,6,2,1,0,0,3,0,4.4,5.1,West,True,False,False,1
CUST_000584,2024-01-01,2024-01-31,119.47,1.0,Premium,21.4,8.1,22,6,29.1,5,2,1,0,0,1,0,3.0,6.0,South,True,False,True,0
CUST_000585,2024-01-01,2024-01-31,55.47,24.7,Standard,3.8,46.0,17,30,9.7,2,0,0,0,0,3,0,0.5,8.3,West,True,False,True,1
CUST_000586,2024-01-01,2024-01-31,58.42,2.4,Standard,16.9,28.1,16,61,38.8,3,2,0,0,0,4,0,10.5,5.5,West,False,False,False,0
CUST_000587,2024-01-01,2024-01-31,21.55,5.0,Basic,9.9,48.9,20,0,19.9,3,0,0,0,0,5,2,18.3,6.2,West,False,False,False,0
CUST_000588,2024-01-01,2024-01-31,61.91,60.0,Standard,36.1,29.7,18,7,15.8,2,2,0,0,0,2,1,16.8,7.5,East,False,False,False,0
CUST_000589,2024-01-01,2024-01-31,80.37,14.1,Premium,13.2,32.2,22,37,43.2,2,2,0,0,0,2,1,4.8,5.3,West,False,False,False,0
CUST_000590,2024-01-01,2024-01-31,23.77,21.3,Basic,41.2,36.8,20,21,39.5,3,0,1,0,0,5,2,6.2,5.2,West,True,False,False,0
CUST_000591,2024-01-01,2024-01-31,52.17,1.8,Standard,31.5,9.5,21,28,13.1,2,1,1,0,0,4,2,0.5,7.5,South,True,False,False,0
CUST_000592,2024-01-01,2024-01-31,27.29,8.2,Basic,7.6,23.7,19,36,19.9,4,2,1,0,1,4,1,0.4,4.5,West,True,False,False,0
CUST_000593,2024-01-01,2024-01-31,37.56,4.7,Basic,1.3,56.3,17,7,23.9,3,1,1,0,0,3,0,4.5,7.2,East,True,False,False,1
CUST_000594,2024-01-01,2024-01-31,72.26,24.6,Premium,1.2,24.2,19,2,34.9,2,2,0,0,0,2,1,9.1,6.9,West,True,True,False,1
CUST_000595,2024-01-01,2024-01-31,81.68,15.6,Premium,23.1,5.3,18,1,32.7,4,0,0,0,2,2,1,37.7,3.6,West,True,False,False,1
CUST_000596,2024-01-01,2024-01-31,89.99,20.8,Premium,60.0,4.4,19,21,42.4,4,1,0,0,2,2,0,7.8,5.4,North,True,True,True,1
CUST_000597,2024-01-01,2024-01-31,59.32,22.9,Standard,28.4,8.1,17,3,10.9,5,1,0,0,0,4,0,33.7,6.4,South,True,False,True,0
CUST_000598,2024-01-01,2024-01-31,93.74,35.3,Premium,60.0,11.3,24,3,40.9,4,7,1,0,1,1,0,4.3,6.7,West,True,False,True,0
CUST_000599,2024-01-01,2024-01-31,25.89,3.5,Basic,36.4,34.7,19,0,20.9,5,0,1,0,1,3,0,18.8,5.6,West,False,False,False,1
CUST_000600,2024-01-01,2024-01-31,22.07,6.1,Basic,2.9,15.9,20,14,1.0,6,1,0,0,1,5,3,13.6,5.1,West,False,False,False,1
CUST_000601,2024-01-01,2024-01-31,63.72,45.3,Standard,2.1,17.3,20,0,34.7,6,0,2,0,0,3,0,8.2,5.3,West,True,False,False,0
CUST_000602,2024-01-01,2024-01-31,51.45,4.0,Standard,6.2,44.7,17,9,26.5,3,0,0,0,1,3,0,7.0,5.5,East,False,False,False,1
CUST_000603,2024-01-01,2024-01-31,34.08,11.2,Basic,27.3,36.8,16,30,38.0,3,0,1,0,0,0,0,3.6,6.3,West,False,False,True,0
CUST_000604,2024-01-01,2024-01-31,35.07,60.0,Basic,11.4,25.7,19,68,36.2,2,1,0,0,1,2,0,7.2,5.9,East,False,False,False,1
CUST_000605,2024-01-01,2024-01-31,99.8,0.2,Premium,11.3,5.2,22,42,46.3,1,1,0,0,1,4,1,25.0,7.3,West,True,False,False,1
CUST_000606,2024-01-01,2024-01-31,33.42,8.5,Basic,5.1,48.5,18,35,26.6,2,2,2,0,1,3,0,0.5,4.7,East,True,False,False,1
CUST_000607,2024-01-01,2024-01-31,59.07,25.5,Standard,6.0,47.5,23,2,15.0,8,0,0,0,0,3,0,4.1,6.2,West,True,True,False,0
CUST_000608,2024-01-01,2024-01-31,58.86,4.5,Standard,22.7,40.5,17,5,22.4,3,1,0,0,0,4,2,5.6,8.1,East,False,True,False,0
CUST_000609,2024-01-01,2024-01-31,58.24,3.3,Standard,26.7,47.9,18,58,29.1,5,1,0,0,0,4,1,14.4,5.0,North,True,False,False,0
CUST_000610,2024-01-01,2024-01-31,62.93,12.2,Standard,5.0,32.8,16,62,30.2,3,0,0,0,0,5,1,0.4,5.4,East,True,True,False,0
CUST_000611,2024-01-01,2024-01-31,19.35,1.1,Basic,1.4,16.4,14,31,26.8,1,1,0,0,0,4,0,7.4,10.0,East,False,True,True,0
CUST_000612,2024-01-01,2024-01-31,60.85,4.0,Standard,3.2,14.8,21,10,27.1,3,0,1,0,1,5,2,1.5,10.0,East,True,False,True,1
CUST_000613,2024-01-01,2024-01-31,59.32,18.1,Standard,15.4,47.7,17,22,14.5,3,3,0,0,0,0,0,12.9,5.8,East,False,True,True,0
CUST_000614,2024-01-01,2024-01-31,50.35,5.4,Standard,1.0,30.0,20,7,22.5,1,0,0,0,0,3,1,2.4,7.7,East,False,False,False,0
CUST_000615,2024-01-01,2024-01-31,57.62,20.8,Standard,1.7,23.6,17,33,21.1,3,0,1,0,1,4,0,4.9,7.5,West,False,False,False,0
CUST_000616,2024-01-01,2024-01-31,32.67,6.7,Basic,1.0,17.8,24,2,21.1,4,2,0,0,1,3,2,2.3,5.9,East,True,False,True,0
CUST_000617,2024-01-01,2024-01-31,34.96,6.0,Basic,4.2,16.9,16,10,33.1,2,1,0,0,0,3,0,8.0,9.7,West,True,False,True,0
CUST_000618,2024-01-01,2024-01-31,102.8,50.4,Premium,37.4,12.5,16,8,32.6,1,1,0,0,1,6,0,3.6,9.6,North,True,False,False,0
CUST_000619,2024-01-01,2024-01-31,128.02,7.8,Premium,18.4,6.9,14,4,27.5,3,0,0,0,0,4,1,2.4,10.0,East,True,False,True,0
CUST_000620,2024-01-01,2024-01-31,63.22,20.4,Standard,24.6,19.9,18,9,26.7,6,1,1,0,1,5,2,4.5,6.1,East,True,False,False,1
CUST_000621,2024-01-01,2024-01-31,76.76,7.9,Premium,1.0,14.9,17,3,31.0,2,1,1,0,0,3,0,0.9,5.8,North,False,False,False,0
CUST_000622,2024-01-01,2024-01-31,39.33,36.5,Basic,36.7,32.3,16,25,15.7,1,0,1,0,2,3,0,12.6,3.0,South,True,True,False,1
CUST_000623,2024-01-01,2024-01-31,91.87,35.3,Premium,40.5,16.5,16,25,28.1,2,1,2,0,0,2,1,2.2,7.7,East,True,False,False,1
CUST_000624,2024-01-01,2024-01-31,33.77,2.6,Basic,2.7,28.8,17,38,15.6,2,4,0,0,0,3,0,8.4,8.2,South,True,False,False,0
CUST_000625,2024-01-01,2024-01-31,44.77,14.4,Standard,5.4,45.9,16,3,20.6,3,2,0,0,1,3,0,10.0,7.1,South,True,True,False,1
CUST_000626,2024-01-01,2024-01-31,46.45,1.2,Standard,18.8,27.9,17,45,19.2,2,0,4,0,1,4,1,18.8,7.7,South,True,True,False,1
CUST_000627,2024-01-01,2024-01-31,48.62,0.1,Standard,15.2,26.4,15,26,36.0,3,0,1,0,0,4,1,13.9,6.2,East,True,True,False,0
CUST_000628,2024-01-01,2024-01-31,24.45,6.5,Basic,3.1,28.3,19,12,29.1,1,0,0,0,0,1,0,10.5,8.8,East,False,False,False,0
CUST_000629,2024-01-01,2024-01-31,102.42,60.0,Premium,6.3,8.0,18,45,20.1,3,1,0,0,1,5,2,7.0,5.7,South,False,False,True,1
CUST_000630,2024-01-01,2024-01-31,95.8,5.2,Premium,18.6,35.8,18,8,24.7,2,2,1,0,0,3,0,7.5,10.0,North,True,False,False,0
CUST_000631,2024-01-01,2024-01-31,76.24,60.0,Standard,7.9,16.7,19,84,38.9,3,0,1,0,4,1,0,0.3,9.0,East,True,False,False,0
CUST_000632,2024-01-01,2024-01-31,53.45,3.7,Standard,47.1,8.2,21,2,1.0,2,1,0,0,0,2,0,7.4,7.4,West,True,False,True,0
CUST_000633,2024-01-01,2024-01-31,45.69,5.3,Standard,19.5,6.4,13,23,8.0,4,0,0,0,0,3,1,7.2,4.1,North,False,False,False,0
CUST_000634,2024-01-01,2024-01-31,69.84,1.3,Standard,47.0,12.5,18,4,41.4,4,1,0,0,1,4,2,0.4,8.6,South,True,False,False,1
CUST_000635,2024-01-01,2024-01-31,29.19,4.4,Basic,1.9,45.2,18,23,11.8,2,1,0,0,2,1,0,21.7,9.2,South,False,False,False,0
CUST_000636,2024-01-01,2024-01-31,59.35,40.3,Standard,1.0,22.4,22,27,30.5,1,1,0,0,1,7,3,24.9,8.3,West,True,False,False,0
CUST_000637,2024-01-01,2024-01-31,35.18,13.4,Basic,20.7,36.2,17,43,18.6,2,1,1,0,1,4,1,6.5,5.5,South,True,False,False,1
CUST_000638,2024-01-01,2024-01-31,55.79,48.3,Standard,28.4,14.7,18,32,19.9,3,4,0,0,0,4,0,10.1,7.2,East,True,True,False,0
CUST_000639,2024-01-01,2024-01-31,57.42,38.0,Standard,22.5,3.8,21,44,23.1,3,0,1,0,1,3,1,18.9,3.9,West,True,True,False,1
CUST_000640,2024-01-01,2024-01-31,101.4,23.4,Premium,7.4,4.1,20,19,33.6,1,1,0,0,0,5,0,4.6,6.8,West,True,True,False,1
CUST_000641,2024-01-01,2024-01-31,69.55,7.6,Standard,47.9,31.5,15,7,23.7,2,2,0,0,0,1,0,14.9,7.2,South,False,True,True,0
CUST_000642,2024-01-01,2024-01-31,67.16,2.0,Standard,10.9,10.7,10,9,30.4,3,0,0,0,0,3,0,1.9,10.0,East,True,False,False,0
CUST_000643,2024-01-01,2024-01-31,52.64,4.6,Standard,48.1,22.5,19,10,32.8,1,0,1,0,0,2,0,8.6,6.8,North,True,False,False,0
CUST_000644,2024-01-01,2024-01-31,45.85,22.0,Standard,13.3,14.6,15,57,33.5,2,4,0,0,0,2,0,0.9,5.3,North,False,False,False,0
CUST_000645,2024-01-01,2024-01-31,102.42,1.7,Premium,15.7,34.4,23,19,18.5,3,2,0,0,0,3,1,11.4,7.6,East,False,False,False,0
CUST_000646,2024-01-01,2024-01-31,56.55,2.0,Standard,9.4,38.9,16,36,30.5,4,1,1,0,0,3,1,7.2,8.6,West,True,False,False,1
CUST_000647,2024-01-01,2024-01-31,34.0,0.3,Basic,60.0,9.8,20,12,35.5,3,1,0,0,2,3,2,14.5,10.0,West,False,True,True,0
CUST_000648,2024-01-01,2024-01-31,124.15,13.9,Premium,2.0,9.0,21,11,34.0,3,0,2,0,0,2,1,34.5,3.5,West,True,False,False,1
CUST_000649,2024-01-01,2024-01-31,31.51,33.2,Basic,4.3,5.1,24,0,1.0,3,0,0,0,0,3,1,50.5,9.9,South,True,False,False,1
CUST_000650,2024-01-01,2024-01-31,50.17,10.9,Standard,18.6,27.0,17,1,40.5,3,2,0,0,2,1,1,19.1,10.0,West,True,False,True,0
CUST_000651,2024-01-01,2024-01-31,52.48,22.0,Standard,26.6,4.7,13,17,29.6,3,1,0,0,0,5,2,12.5,7.9,North,False,True,False,0
CUST_000652,2024-01-01,2024-01-31,99.4,4.3,Premium,28.6,60.7,16,11,32.1,5,1,2,0,0,4,0,13.8,7.8,South,False,False,False,0
CUST_000653,2024-01-01,2024-01-31,63.37,37.2,Standard,1.4,15.9,20,17,26.5,4,1,1,0,0,7,2,21.7,8.2,South,True,False,False,0
CUST_000654,2024-01-01,2024-01-31,56.85,18.0,Standard,22.5,21.7,22,11,45.2,2,0,0,0,0,3,1,7.1,8.1,East,True,False,False,0
CUST_000655,2024-01-01,2024-01-31,115.94,3.4,Premium,1.0,28.5,17,114,34.1,2,0,0,2,0,2,0,7.0,5.6,West,True,False,False,1
CUST_000656,2024-01-01,2024-01-31,30.84,5.7,Basic,18.5,21.1,16,84,23.2,3,0,0,0,0,3,1,2.3,8.1,West,True,False,False,0
CUST_000657,2024-01-01,2024-01-31,31.96,12.4,Basic,6.7,40.6,16,22,20.9,2,2,2,0,2,2,1,22.6,8.0,West,True,False,True,0
CUST_000658,2024-01-01,2024-01-31,97.39,3.8,Premium,1.4,30.8,16,26,35.2,1,1,0,0,0,2,0,4.3,2.8,South,True,False,False,0
CUST_000659,2024-01-01,2024-01-31,22.6,1.6,Basic,1.6,10.3,18,4,12.5,8,4,0,0,0,4,0,5.1,7.4,West,True,False,False,0
CUST_000660,2024-01-01,2024-01-31,40.12,5.2,Basic,45.0,68.4,18,28,15.0,3,2,0,0,1,7,2,15.9,9.4,North,True,False,False,0
CUST_000661,2024-01-01,2024-01-31,21.77,20.7,Basic,10.7,25.6,17,12,25.3,1,0,1,0,1,6,1,3.0,4.7,East,True,True,False,0
CUST_000662,2024-01-01,2024-01-31,28.6,14.9,Basic,34.1,34.8,23,6,8.9,3,1,1,0,0,2,0,11.9,9.5,West,True,False,False,1
CUST_000663,2024-01-01,2024-01-31,108.58,22.4,Premium,23.2,59.3,15,115,30.3,2,3,0,0,0,3,1,5.2,9.6,North,True,False,False,0
CUST_000664,2024-01-01,2024-01-31,54.24,8.5,Standard,7.4,28.9,13,55,41.5,1,1,2,0,1,4,2,4.6,5.9,West,True,False,False,0
CUST_000665,2024-01-01,2024-01-31,44.94,5.0,Standard,35.5,41.8,19,15,11.8,2,1,0,0,0,4,0,16.5,9.6,West,True,True,False,0
CUST_000666,2024-01-01,2024-01-31,65.79,25.7,Standard,5.8,41.2,14,2,26.3,4,1,0,0,0,1,0,26.1,6.6,North,True,False,True,1
CUST_000667,2024-01-01,2024-01-31,120.21,19.8,Premium,10.1,30.3,16,3,33.0,2,0,0,0,1,2,1,8.5,5.6,North,True,False,True,0
CUST_000668,2024-01-01,2024-01-31,111.24,4.1,Premium,1.7,21.2,15,15,22.6,1,1,0,0,0,2,1,1.5,3.0,North,True,False,False,0
CUST_000669,2024-01-01,2024-01-31,29.48,12.9,Basic,20.2,26.5,16,14,39.5,2,1,1,0,0,4,0,1.7,8.0,West,True,False,False,0
CUST_000670,2024-01-01,2024-01-31,68.63,18.6,Standard,9.1,44.4,19,2,29.5,1,0,2,0,0,2,0,2.1,6.3,South,True,False,False,1
CUST_000671,2024-01-01,2024-01-31,48.57,55.7,Standard,60.0,40.5,15,6,26.1,3,4,2,0,0,5,1,13.5,2.0,South,True,True,False,1
CUST_000672,2024-01-01,2024-01-31,88.75,14.4,Premium,27.1,38.6,16,12,9.8,2,0,0,0,0,0,0,0.8,10.0,East,False,False,False,0
CUST_000673,2024-01-01,2024-01-31,65.17,5.8,Standard,18.3,11.9,16,5,24.8,1,0,1,0,0,3,1,0.8,8.9,South,True,False,True,1
CUST_000674,2024-01-01,2024-01-31,29.19,51.3,Basic,16.0,23.5,19,12,19.9,2,1,1,0,0,4,2,13.7,10.0,West,True,True,True,1
CUST_000675,2024-01-01,2024-01-31,24.18,20.6,Basic,2.3,10.3,18,1,38.8,2,2,0,0,0,2,2,6.7,7.6,West,True,False,False,0
CUST_000676,2024-01-01,2024-01-31,23.96,9.7,Basic,18.4,29.9,20,7,25.4,5,1,0,0,0,1,0,10.8,7.2,North,True,False,True,0
CUST_000677,2024-01-01,2024-01-31,53.86,12.8,Standard,17.9,19.8,18,69,24.0,3,0,1,0,0,3,0,0.1,8.1,East,False,False,True,1
CUST_000678,2024-01-01,2024-01-31,44.67,38.2,Standard,1.0,60.4,17,3,16.8,4,1,1,0,0,2,2,7.1,7.2,North,False,False,False,1
CUST_000679,2024-01-01,2024-01-31,90.7,18.2,Premium,13.7,24.4,16,7,15.4,2,0,0,0,2,4,1,3.9,7.8,North,False,False,False,1
CUST_000680,2024-01-01,2024-01-31,73.65,0.9,Standard,1.2,12.0,15,38,31.2,4,0,0,0,1,0,0,2.9,10.0,East,False,False,True,0
CUST_000681,2024-01-01,2024-01-31,66.65,39.6,Standard,10.9,64.7,15,7,23.9,4,2,1,0,1,2,1,0.7,5.4,West,True,False,False,0
CUST_000682,2024-01-01,2024-01-31,105.95,4.1,Premium,4.1,30.5,22,9,10.2,3,0,0,0,0,4,0,0.0,7.0,East,True,False,False,0
CUST_000683,2024-01-01,2024-01-31,100.77,7.0,Premium,18.4,13.0,15,11,29.6,4,2,1,0,0,3,0,6.0,7.1,West,True,False,False,0
CUST_000684,2024-01-01,2024-01-31,81.06,11.4,Premium,49.9,5.0,18,2,45.3,1,0,0,0,0,1,0,1.6,4.9,North,True,False,False,0
CUST_000685,2024-01-01,2024-01-31,105.65,9.3,Premium,12.3,10.7,23,20,16.6,4,1,0,0,1,4,0,2.1,7.6,West,True,False,False,1
CUST_000686,2024-01-01,2024-01-31,40.21,9.2,Standard,2.8,33.1,17,28,24.3,1,4,0,0,0,3,1,11.9,4.9,South,True,True,True,0
CUST_000687,2024-01-01,2024-01-31,50.56,9.7,Standard,60.0,95.0,15,0,8.2,3,1,0,0,1,3,2,8.0,9.0,West,True,False,False,0
CUST_000688,2024-01-01,2024-01-31,103.14,1.2,Premium,21.3,24.6,21,20,19.3,5,0,1,0,1,3,1,23.2,5.5,West,True,True,True,1
